RA,Nome Anonimizado,Fase,Pedra_Atual,IEG,IPS,IPP,IPV,Idade_Atual,Anos_de_Passos_Magicos
RA-1154,Aluno-1154,3G,Ametista,9.200000000000001,7.51,7.34375,6.745,14,1
RA-1155,Aluno-1155,FASE 3,Ametista,9.2,5.63,7.5,8.2925,14,0
RA-1155,Aluno-1155,4F,Ametista,8.888888889,5.005,8.0,8.87,15,1
RA-1156,Aluno-1156,FASE 3,Ametista,9.2,2.52,7.96875,7.7925,12,0
RA-1156,Aluno-1156,4F,Agata,7.821067821,7.51,7.125,7.5,13,1
RA-1157,Aluno-1157,FASE 3,Ametista,8.8,6.26,7.5,7.0025,14,0
RA-1157,Aluno-1157,3H,Ametista,9.082539682666665,7.51,7.96875,8.466,15,1
RA-1158,Aluno-1158,FASE 3,Agata,8.6,2.52,7.5,7.34,14,0
RA-1159,Aluno-1159,FASE 3,Quartzo,6.6,2.52,7.1875,7.1325,13,0
RA-116,Aluno-116,4,Ágata,8.1,6.3,,7.792,16,3
RA-116,Aluno-116,FASE 5,Agata,7.6,5.0,7.96875,7.5475,17,4
RA-116,Aluno-116,5A,Agata,7.535353535666666,5.635,6.875,6.73,18,3
RA-1160,Aluno-1160,FASE 3,Agata,8.7,2.52,6.875,7.2575,13,0
RA-1160,Aluno-1160,3I,Agata,8.201288245,7.51,6.25,6.2475,14,1
RA-1161,Aluno-1161,FASE 3,Ametista,8.1,2.52,8.28125,8.63,13,0
RA-1162,Aluno-1162,FASE 3,Ametista,8.5,3.77,7.8125,7.7525,14,0
RA-1162,Aluno-1162,4M,Ametista,9.135672514666666,6.26,6.875,7.0375,15,1
RA-1163,Aluno-1163,FASE 3,Ametista,9.3,7.52,7.65625,7.75,14,0
RA-1163,Aluno-1163,4M,Topázio,9.824561403666666,7.51,8.125,8.755,15,1
RA-1164,Aluno-1164,FASE 3,Agata,7.5,2.52,7.65625,7.545,13,0
RA-1165,Aluno-1165,FASE 3,Ametista,9.1,5.0,7.1875,7.2925,12,0
RA-1165,Aluno-1165,3L,Ametista,6.829721362333333,8.135,6.875,7.83,13,1
RA-1166,Aluno-1166,FASE 3,Ametista,9.6,7.52,7.65625,7.9175,15,0
RA-1166,Aluno-1166,4M,Ametista,8.498245614,6.26,8.020833333,8.625,16,1
RA-1167,Aluno-1167,FASE 3,Agata,7.6,2.52,7.65625,7.9625,16,0
RA-1168,Aluno-1168,FASE 3,Quartzo,8.8,2.52,7.65625,7.045,13,0
RA-1168,Aluno-1168,3N,Agata,7.682352941333334,7.51,7.1875,6.33,14,1
RA-1169,Aluno-1169,FASE 3,Ametista,9.5,5.0,7.03125,8.0025,14,0
RA-1169,Aluno-1169,4N,Agata,8.444444444333334,5.635,7.8125,6.8,15,1
RA-117,Aluno-117,4,Ágata,6.3,6.9,,7.417,15,0
RA-1170,Aluno-1170,FASE 3,Agata,7.7,7.52,7.1875,6.5775,14,0
RA-1170,Aluno-1170,3P,Agata,5.565079365,8.13,7.03125,6.7475,15,1
RA-1171,Aluno-1171,FASE 3,Ametista,8.4,5.0,8.75,8.88,14,0
RA-1171,Aluno-1171,4R,Ametista,7.230158729999999,7.51,8.645833333,8.643333333,15,1
RA-1172,Aluno-1172,FASE 4,Ametista,7.8,2.52,8.59375,8.46,16,0
RA-1172,Aluno-1172,5A,Quartzo,6.0634920633333325,6.26,7.25,6.196,17,1
RA-1173,Aluno-1173,FASE 4,Ametista,9.7,2.52,7.8125,8.1225,14,0
RA-1173,Aluno-1173,5D,Topázio,9.665831245,7.51,8.125,8.2,15,1
RA-1174,Aluno-1174,FASE 4,Ametista,8.7,2.52,8.90625,8.3375,15,0
RA-1174,Aluno-1174,5B,Ametista,8.349567099333333,6.26,7.5,7.266,16,1
RA-1175,Aluno-1175,FASE 4,Quartzo,5.3,2.52,7.65625,7.6275,17,0
RA-1176,Aluno-1176,FASE 4,Topázio,9.3,7.52,9.6875,9.17,13,0
RA-1176,Aluno-1176,5C,Topázio,9.682539682666667,6.26,8.59375,8.9225,14,1
RA-1177,Aluno-1177,FASE 4,Topázio,9.9,2.52,8.90625,8.88,15,0
RA-1177,Aluno-1177,5C,Topázio,9.824561403666666,6.26,7.65625,8.125,16,1
RA-1178,Aluno-1178,FASE 4,Ametista,9.3,2.52,7.96875,8.2125,16,0
RA-1178,Aluno-1178,5D,Topázio,9.682539682666667,6.26,7.5,8.696,17,1
RA-1179,Aluno-1179,FASE 4,Agata,8.1,4.38,6.875,7.17,15,0
RA-118,Aluno-118,4,Quartzo,5.3,6.3,,6.958,14,1
RA-1180,Aluno-1180,FASE 4,Ametista,9.5,5.0,7.1875,7.7125,15,0
RA-1181,Aluno-1181,FASE 4,Agata,8.3,2.52,7.5,7.3375,14,0
RA-1181,Aluno-1181,5B,Agata,5.036075036,6.26,7.125,5.862,15,1
RA-1182,Aluno-1182,FASE 4,Quartzo,6.3,2.52,6.71875,7.2125,16,0
RA-1183,Aluno-1183,FASE 4,Agata,8.7,2.52,6.09375,6.7575,16,0
RA-1184,Aluno-1184,FASE 4,Ametista,8.3,5.0,8.125,8.045,16,0
RA-1184,Aluno-1184,5F,Ametista,8.658008657666668,7.51,7.291666667,7.5,17,1
RA-1185,Aluno-1185,FASE 4,Topázio,9.1,5.0,7.8125,8.3775,13,0
RA-1186,Aluno-1186,FASE 4,Ametista,9.8,6.89,6.875,7.3825,16,0
RA-1187,Aluno-1187,FASE 4,Agata,6.9,2.52,7.34375,6.715,13,0
RA-1188,Aluno-1188,FASE 4,,9.4,,7.8125,7.5875,15,0
RA-1188,Aluno-1188,5G,Ametista,10.0,7.51,8.125,7.106666667,16,1
RA-1189,Aluno-1189,FASE 4,,9.0,,7.8125,7.3775,15,0
RA-1189,Aluno-1189,5G,Ametista,8.672360248333332,7.51,7.5,7.106666667,16,1
RA-119,Aluno-119,4,Ametista,8.2,5.6,,7.875,14,6
RA-119,Aluno-119,FASE 7,,,2.52,,,15,7
RA-119,Aluno-119,7E,Topázio,9.983333333,6.57,7.5,7.5,16,3
RA-1190,Aluno-1190,FASE 4,Agata,9.2,5.0,7.34375,7.045,14,0
RA-1191,Aluno-1191,FASE 4,Agata,7.2,5.0,5.0,6.26,14,0
RA-1192,Aluno-1192,FASE 4,Agata,8.7,2.52,7.96875,7.6675,16,0
RA-1193,Aluno-1193,FASE 4,Agata,7.8,5.0,7.1875,7.13,14,0
RA-1193,Aluno-1193,4L,Agata,7.763157895,5.635,7.8125,7.79,15,1
RA-1194,Aluno-1194,FASE 4,Ametista,9.0,5.0,7.5,7.6675,13,0
RA-1195,Aluno-1195,FASE 4,Quartzo,8.3,2.52,8.28125,8.0025,17,1
RA-1195,Aluno-1195,5N,Ametista,9.855072463666666,5.63,7.5,7.663333333,18,2
RA-1196,Aluno-1196,FASE 5,Ametista,8.2,5.0,7.8125,8.045,15,0
RA-1197,Aluno-1197,FASE 5,Agata,8.4,5.0,7.03125,7.215,16,0
RA-1198,Aluno-1198,FASE 5,Ametista,9.4,6.26,7.5,7.9625,16,0
RA-1198,Aluno-1198,5A,Agata,9.458874459,7.51,7.375,7.332,17,1
RA-1199,Aluno-1199,FASE 5,Ametista,9.1,5.0,6.875,8.0875,17,0
RA-1199,Aluno-1199,5D,Ametista,8.571428571333334,5.005,6.5625,8.466,18,1
RA-12,Aluno-12,7,Quartzo,4.0,6.9,,6.389,17,2
RA-12,Aluno-12,FASE 8,,,,,,18,3
RA-12,Aluno-12,8E,,0.0,,,,19,3
RA-120,Aluno-120,4,Ágata,5.9,7.5,,7.667,15,3
RA-1200,Aluno-1200,FASE 5,Quartzo,6.4,5.0,7.5,6.8725,16,0
RA-1200,Aluno-1200,5N,Quartzo,7.099419478000001,6.26,7.5,6.27,17,1
RA-1201,Aluno-1201,FASE 5,Topázio,9.6,3.77,8.59375,8.7575,15,0
RA-1201,Aluno-1201,5N,Topázio,9.523809523666666,7.51,8.333333333,8.56,16,1
RA-1202,Aluno-1202,FASE 5,Agata,7.6,7.52,7.34375,6.67,16,0
RA-1203,Aluno-1203,FASE 5,Ametista,10.0,2.52,7.96875,7.8775,16,0
RA-1203,Aluno-1203,6L,Topázio,9.649122807,7.51,8.375,8.572,17,1
RA-1204,Aluno-1204,FASE 5,Agata,8.7,5.0,7.8125,7.2125,16,0
RA-1205,Aluno-1205,FASE 5,Agata,9.2,6.26,7.5,7.085,18,0
RA-1206,Aluno-1206,FASE 5,Agata,8.3,2.52,7.8125,7.7125,17,0
RA-1207,Aluno-1207,FASE 5,Ametista,9.0,5.0,7.8125,7.63,15,0
RA-1207,Aluno-1207,5M,Agata,6.581140350999999,7.51,7.34375,6.5375,16,1
RA-1208,Aluno-1208,FASE 5,Ametista,8.8,2.52,6.875,6.2525,15,0
RA-1209,Aluno-1209,FASE 5,Ametista,9.4,5.0,7.8125,7.7125,16,0
RA-121,Aluno-121,4,Ametista,8.4,6.3,,7.625,16,1
RA-121,Aluno-121,FASE 5,Agata,8.8,5.0,7.34375,7.4625,17,2
RA-121,Aluno-121,5A,Ametista,8.152958153,6.26,7.25,6.764,18,3
RA-1210,Aluno-1210,FASE 5,Ametista,9.4,5.0,7.8125,8.09,16,0
RA-1210,Aluno-1210,6L,Topázio,10.0,7.51,7.875,8.166,17,1
RA-1211,Aluno-1211,FASE 5,Ametista,9.1,5.0,7.8125,7.7125,16,0
RA-1212,Aluno-1212,FASE 5,Agata,8.9,5.0,7.65625,7.715,16,0
RA-1213,Aluno-1213,FASE 5,Quartzo,8.4,2.52,7.8125,7.715,17,0
RA-1214,Aluno-1214,FASE 6,Topázio,9.8,6.89,7.5,7.6725,16,0
RA-1214,Aluno-1214,7A,Topázio,9.081527348,8.13,8.28125,7.663333333,17,1
RA-1215,Aluno-1215,FASE 6,Agata,5.6,5.0,7.5,7.1725,16,0
RA-1216,Aluno-1216,FASE 6,Ametista,9.0,5.63,7.5,7.795,19,0
RA-1216,Aluno-1216,8F,,0.0,,,,20,1
RA-1217,Aluno-1217,FASE 6,Agata,7.9,5.63,7.65625,7.38,17,0
RA-1218,Aluno-1218,FASE 6,Agata,9.2,5.0,7.5,7.1325,17,0
RA-1219,Aluno-1219,FASE 6,Ametista,6.5,5.63,7.34375,7.38,16,0
RA-122,Aluno-122,4,Quartzo,3.4,7.5,,4.958,14,3
RA-1220,Aluno-1220,FASE 6,Agata,9.0,5.0,7.8125,7.63,18,0
RA-1220,Aluno-1220,6L,Ametista,8.555555555666666,6.885,7.5,6.26,19,1
RA-1221,Aluno-1221,FASE 7,Topázio,9.1,6.26,8.0,8.09,22,0
RA-1221,Aluno-1221,8F,,0.0,,,,23,1
RA-1222,Aluno-1222,FASE 7,Ametista,10.0,5.63,6.875,6.005,20,0
RA-1223,Aluno-1223,FASE 7,Topázio,9.3,5.0,6.875,7.2925,17,0
RA-1224,Aluno-1224,FASE 7,Ametista,9.4,5.0,7.125,7.6325,20,0
RA-1224,Aluno-1224,8F,,0.0,,,,21,1
RA-1225,Aluno-1225,FASE 7,,,2.52,,,18,0
RA-1225,Aluno-1225,8F,,0.0,,,,19,3
RA-1226,Aluno-1226,FASE 7,,,7.52,,,16,0
RA-1226,Aluno-1226,7E,Ametista,9.0,6.885,7.5,7.5,17,3
RA-1227,Aluno-1227,FASE 7,,,2.52,,,17,0
RA-1227,Aluno-1227,7E,Quartzo,0.0,7.195,7.5,7.5,18,3
RA-1228,Aluno-1228,FASE 7,,,2.52,,,17,0
RA-1228,Aluno-1228,7E,Quartzo,0.0,7.51,7.5,7.5,18,3
RA-1229,Aluno-1229,FASE 7,,,7.52,,,17,0
RA-1229,Aluno-1229,7E,Quartzo,0.0,6.57,7.5,7.5,18,3
RA-123,Aluno-123,4,Ametista,8.6,5.6,,7.292,16,5
RA-123,Aluno-123,FASE 5,Agata,9.4,5.0,6.875,6.8375,17,6
RA-123,Aluno-123,6A,Agata,8.412698412666666,5.635,6.71875,6.43,18,3
RA-1230,Aluno-1230,FASE 7,,,2.52,,,16,2
RA-1230,Aluno-1230,7E,Quartzo,0.0,7.195,7.5,7.5,17,3
RA-1231,Aluno-1231,FASE 8,,,,,,22,2
RA-1231,Aluno-1231,9,INCLUIR,0.0,,,,23,3
RA-1232,Aluno-1232,FASE 8,,,,,,21,2
RA-1232,Aluno-1232,9,INCLUIR,0.0,,,,22,3
RA-1233,Aluno-1233,FASE 8,,,,,,22,2
RA-1233,Aluno-1233,9,INCLUIR,0.0,,,,23,3
RA-1234,Aluno-1234,FASE 8,,,,,,21,2
RA-1234,Aluno-1234,8A,,0.0,,,,22,3
RA-1235,Aluno-1235,FASE 8,,,,,,21,2
RA-1235,Aluno-1235,9,INCLUIR,0.0,,,,22,3
RA-1236,Aluno-1236,FASE 8,,,,,,21,2
RA-1236,Aluno-1236,8A,,0.0,,,,22,3
RA-1237,Aluno-1237,FASE 8,,,,,,21,2
RA-1237,Aluno-1237,9,INCLUIR,0.0,,,,22,3
RA-1238,Aluno-1238,FASE 8,,,,,,21,2
RA-1238,Aluno-1238,9,INCLUIR,0.0,,,,22,3
RA-1239,Aluno-1239,FASE 8,,,,,,20,2
RA-1239,Aluno-1239,8B,,0.0,,,,21,3
RA-124,Aluno-124,4,Ametista,7.8,5.0,,7.167,14,6
RA-1240,Aluno-1240,FASE 8,,,,,,20,2
RA-1240,Aluno-1240,8B,,0.0,,,,21,3
RA-1241,Aluno-1241,FASE 8,,,,,,20,2
RA-1241,Aluno-1241,8B,,0.0,,,,21,3
RA-1242,Aluno-1242,FASE 8,,,,,,20,2
RA-1242,Aluno-1242,8B,,0.0,,,,21,3
RA-1243,Aluno-1243,FASE 8,,,,,,20,2
RA-1244,Aluno-1244,FASE 8,,,,,,20,2
RA-1244,Aluno-1244,8B,,0.0,,,,21,3
RA-1245,Aluno-1245,FASE 8,,,,,,20,2
RA-1245,Aluno-1245,8B,,0.0,,,,21,3
RA-1246,Aluno-1246,FASE 8,,,,,,20,2
RA-1246,Aluno-1246,8B,,0.0,,,,21,3
RA-1247,Aluno-1247,FASE 8,,,,,,21,2
RA-1248,Aluno-1248,FASE 8,,,,,,20,2
RA-1248,Aluno-1248,8B,,0.0,,,,21,3
RA-1249,Aluno-1249,FASE 8,,,,,,27,2
RA-1249,Aluno-1249,8B,,0.0,,,,28,3
RA-125,Aluno-125,4,Ametista,8.5,7.5,,7.75,15,0
RA-125,Aluno-125,FASE 5,Agata,7.7,5.0,8.125,7.835,16,1
RA-125,Aluno-125,6A,Agata,5.6428571430000005,7.51,7.34375,7.232,17,2
RA-1250,Aluno-1250,FASE 8,,,,,,20,2
RA-1250,Aluno-1250,8B,,0.0,,,,21,3
RA-1251,Aluno-1251,FASE 8,,,,,,20,2
RA-1251,Aluno-1251,8B,,0.0,,,,21,3
RA-1252,Aluno-1252,FASE 8,,,,,,21,2
RA-1252,Aluno-1252,9,INCLUIR,0.0,,,,22,3
RA-1253,Aluno-1253,FASE 8,,,,,,24,2
RA-1253,Aluno-1253,8D,,0.0,,,,25,3
RA-1254,Aluno-1254,FASE 8,,,,,,20,2
RA-1254,Aluno-1254,9,INCLUIR,0.0,,,,21,3
RA-1255,Aluno-1255,FASE 8,,,,,,19,2
RA-1255,Aluno-1255,8D,,0.0,,,,20,3
RA-1256,Aluno-1256,FASE 8,,,,,,19,2
RA-1256,Aluno-1256,8D,,0.0,,,,20,3
RA-1257,Aluno-1257,FASE 8,,,,,,19,2
RA-1257,Aluno-1257,8D,,0.0,,,,20,3
RA-1258,Aluno-1258,FASE 8,,,,,,25,2
RA-1258,Aluno-1258,9,INCLUIR,0.0,,,,26,3
RA-1259,Aluno-1259,FASE 8,,,,,,19,2
RA-1259,Aluno-1259,8D,,0.0,,,,20,3
RA-126,Aluno-126,4,Ágata,5.8,7.5,,7.417,15,4
RA-1260,Aluno-1260,FASE 8,,,,,,19,2
RA-1260,Aluno-1260,9,INCLUIR,0.0,,,,20,3
RA-1261,Aluno-1261,FASE 8,,,,,,19,2
RA-1261,Aluno-1261,8D,,0.0,,,,20,3
RA-1262,Aluno-1262,FASE 8,,,,,,19,2
RA-1262,Aluno-1262,8D,,0.0,,,,20,3
RA-1263,Aluno-1263,FASE 8,,,,,,20,2
RA-1263,Aluno-1263,8D,,0.0,,,,21,3
RA-1264,Aluno-1264,FASE 8,,,,,,21,2
RA-1264,Aluno-1264,8D,,0.0,,,,22,3
RA-1265,Aluno-1265,FASE 8,,,,,,21,1
RA-1265,Aluno-1265,8D,,0.0,,,,22,2
RA-1266,Aluno-1266,FASE 8,,,,,,19,2
RA-1266,Aluno-1266,9,INCLUIR,0.0,,,,20,3
RA-1267,Aluno-1267,FASE 8,,,,,,22,2
RA-1267,Aluno-1267,9,INCLUIR,0.0,,,,23,3
RA-1268,Aluno-1268,FASE 8,,,,,,19,2
RA-1268,Aluno-1268,9,INCLUIR,0.0,,,,20,3
RA-1269,Aluno-1269,FASE 8,,,,,,18,2
RA-1269,Aluno-1269,8E,,0.0,,,,19,3
RA-127,Aluno-127,4,Topázio,8.7,7.5,,8.125,14,0
RA-127,Aluno-127,FASE 5,Ametista,7.8,6.26,8.4375,8.6725,15,1
RA-127,Aluno-127,5A,Topázio,9.488636363666666,7.51,7.625,8.538,16,2
RA-1270,Aluno-1270,FASE 8,,,,,,19,2
RA-1270,Aluno-1270,8E,,0.0,,,,20,3
RA-1271,Aluno-1271,FASE 8,,,,,,19,2
RA-1271,Aluno-1271,8E,,0.0,,,,20,3
RA-1272,Aluno-1272,FASE 8,,,,,,19,2
RA-1272,Aluno-1272,8E,,0.0,,,,20,3
RA-1273,Aluno-1273,FASE 8,,,,,,18,0
RA-1273,Aluno-1273,8E,,0.0,,,,19,1
RA-1274,Aluno-1274,FASE 8,,,,,,18,2
RA-1274,Aluno-1274,8E,,0.0,,,,19,3
RA-1275,Aluno-1275,ALFA,Ametista,8.6666666665,6.26,5.625,5.446666667,8,0
RA-1276,Aluno-1276,ALFA,Topázio,9.3333333335,3.76,7.5,7.05,8,0
RA-1277,Aluno-1277,ALFA,Ametista,9.0833333335,3.76,7.5,7.046666667,8,0
RA-1278,Aluno-1278,ALFA,Quartzo,4.1666666665,3.76,5.0,4.173333333,9,0
RA-1279,Aluno-1279,ALFA,Topázio,10.0,6.26,7.5,7.78,9,0
RA-128,Aluno-128,4,Quartzo,6.2,7.5,,6.167,15,3
RA-128,Aluno-128,FASE 5,Agata,7.3,5.0,7.34375,7.5475,16,4
RA-1280,Aluno-1280,ALFA,Topázio,9.5454545455,6.26,7.5,8.336666667,9,0
RA-1281,Aluno-1281,ALFA,Ametista,9.5454545455,6.26,7.5,7.78,9,0
RA-1282,Aluno-1282,ALFA,Ametista,8.1136363635,6.26,7.5,7.89,10,0
RA-1283,Aluno-1283,ALFA,Topázio,9.230769231,7.51,7.5,8.28,10,0
RA-1284,Aluno-1284,ALFA,Topázio,9.347826087,2.51,7.8125,7.89,8,0
RA-1285,Aluno-1285,ALFA,Topázio,8.830227742999998,2.51,7.5,8.946666667,7,0
RA-1286,Aluno-1286,ALFA,Quartzo,5.051759834,2.51,5.3125,4.61,8,0
RA-1287,Aluno-1287,ALFA,Ametista,9.3064182195,2.51,8.125,8.223333333,8,0
RA-1288,Aluno-1288,ALFA,Ametista,7.9813664595,2.51,7.1875,7.273333333,7,0
RA-1289,Aluno-1289,ALFA,Ametista,9.4444444445,7.51,5.9375,6.166666667,10,0
RA-129,Aluno-129,4,Ágata,6.4,7.5,,7.792,15,3
RA-1290,Aluno-1290,ALFA,Topázio,10.0,7.51,7.5,8.28,9,0
RA-1291,Aluno-1291,ALFA,Topázio,9.5,7.51,7.5,7.89,9,0
RA-1292,Aluno-1292,ALFA,Agata,4.7727272725,7.51,7.1875,7.893333333,9,0
RA-1293,Aluno-1293,ALFA,Topázio,9.4949494945,7.51,6.875,8.336666667,9,0
RA-1294,Aluno-1294,ALFA,Ametista,10.0,7.51,6.875,7.553333333,10,0
RA-1295,Aluno-1295,ALFA,Topázio,9.5227272725,2.51,7.5,8.28,8,0
RA-1296,Aluno-1296,ALFA,Ametista,8.4444444445,2.51,7.5,8.336666667,9,0
RA-1297,Aluno-1297,ALFA,Ametista,9.761904762,2.51,7.5,6.833333333,8,0
RA-1298,Aluno-1298,ALFA,Ametista,6.643356643500001,7.51,7.1875,7.393333333,8,0
RA-1299,Aluno-1299,ALFA,Ametista,7.638888889,7.51,7.1875,7.11,10,0
RA-13,Aluno-13,7,Ágata,7.4,7.5,,8.056,18,6
RA-13,Aluno-13,FASE 8,,,,,,19,7
RA-13,Aluno-13,8D,,0.0,,,,20,3
RA-130,Aluno-130,4,Quartzo,4.7,5.0,,6.5,16,4
RA-1300,Aluno-1300,ALFA,Ametista,8.75,2.51,7.5,8.613333333,8,0
RA-1301,Aluno-1301,ALFA,Quartzo,2.9166666665000003,2.51,7.5,6.0,9,0
RA-1302,Aluno-1302,ALFA,Quartzo,5.416666667,2.51,6.25,4.996666667,8,0
RA-1303,Aluno-1303,ALFA,Topázio,10.0,2.51,7.5,9.17,8,0
RA-1304,Aluno-1304,ALFA,Ametista,7.9575163395,8.135,7.8125,6.493333333,10,0
RA-1305,Aluno-1305,ALFA,Agata,8.710526316,2.51,7.8125,8.053333333,10,0
RA-1306,Aluno-1306,ALFA,Topázio,10.0,8.135,7.5,7.946666667,8,0
RA-1307,Aluno-1307,ALFA,Agata,5.833333333500001,6.255,6.25,5.383333333,8,0
RA-1308,Aluno-1308,ALFA,Agata,7.445652174,7.51,7.5,5.933333333,9,0
RA-1309,Aluno-1309,ALFA,Topázio,9.1666666665,7.51,7.5,8.223333333,8,0
RA-131,Aluno-131,4,Ametista,9.0,5.6,,7.75,15,6
RA-131,Aluno-131,FASE 5,Quartzo,7.8,5.0,7.65625,6.8,16,7
RA-131,Aluno-131,5F,Ametista,9.444444444666667,7.51,7.708333333,7.386666667,17,3
RA-1310,Aluno-1310,ALFA,Topázio,9.375,2.51,7.8125,8.166666667,7,0
RA-1311,Aluno-1311,ALFA,Agata,9.166666667,2.51,7.5,8.386666667,8,0
RA-1312,Aluno-1312,ALFA,Ametista,8.333333333,7.51,6.25,8.336666667,9,0
RA-1313,Aluno-1313,ALFA,Topázio,8.125,7.51,7.5,8.446666667,8,0
RA-1314,Aluno-1314,ALFA,Topázio,8.541666667,7.51,7.5,7.443333333,7,0
RA-1315,Aluno-1315,ALFA,Topázio,8.3333333335,7.51,7.5,8.5,7,0
RA-1316,Aluno-1316,ALFA,Ametista,8.20855615,7.51,7.5,7.5,9,0
RA-1317,Aluno-1317,ALFA,Ametista,7.0721925135,7.51,7.5,7.5,9,0
RA-1318,Aluno-1318,ALFA,Agata,7.6871657755000005,7.51,7.1875,7.33,8,0
RA-1319,Aluno-1319,ALFA,Ametista,5.7516339865,7.51,7.5,7.5,9,0
RA-132,Aluno-132,4,Topázio,8.8,5.6,,8.458,14,3
RA-132,Aluno-132,FASE 5,Ametista,8.7,2.52,7.65625,7.715,15,4
RA-132,Aluno-132,6A,Topázio,8.380952380666665,7.51,8.59375,8.44,16,3
RA-1320,Aluno-1320,ALFA,Ametista,9.1666666665,7.51,7.5,7.5,10,0
RA-1321,Aluno-1321,ALFA,Ametista,8.875,6.885,6.5625,5.915,8,0
RA-1322,Aluno-1322,ALFA,Topázio,9.0,7.51,8.4375,8.165,8,0
RA-1323,Aluno-1323,ALFA,Ametista,9.0833333335,7.51,6.875,6.66,9,0
RA-1324,Aluno-1324,ALFA,Topázio,10.0,7.51,7.8125,8.0,9,0
RA-1325,Aluno-1325,ALFA,Topázio,9.5227272725,7.51,8.4375,7.915,8,0
RA-1326,Aluno-1326,ALFA,Ametista,9.2916666665,7.51,7.8125,7.245,8,0
RA-1327,Aluno-1327,ALFA,Topázio,9.3333333335,7.51,7.8125,7.325,7,0
RA-1328,Aluno-1328,ALFA,Topázio,8.2083333335,7.51,7.5,7.83,9,0
RA-1329,Aluno-1329,ALFA,Ametista,10.0,7.51,6.5625,6.66,8,0
RA-133,Aluno-133,4,Ágata,7.1,7.5,,7.625,15,6
RA-133,Aluno-133,FASE 5,Agata,7.9,2.52,7.1875,6.505,16,7
RA-1330,Aluno-1330,ALFA,Topázio,9.3333333335,7.51,8.4375,7.915,8,0
RA-1331,Aluno-1331,ALFA,Ametista,7.291666666499999,7.51,8.4375,7.245,7,0
RA-1332,Aluno-1332,ALFA,Topázio,9.411764706,7.51,9.375,7.665,10,0
RA-1333,Aluno-1333,ALFA,Topázio,10.0,6.255,9.375,7.75,9,0
RA-1334,Aluno-1334,ALFA,Topázio,10.0,5.625,9.375,7.75,9,0
RA-1335,Aluno-1335,ALFA,Topázio,9.75,7.51,9.375,7.665,10,0
RA-1336,Aluno-1336,ALFA,Ametista,6.2008281575,2.51,7.5,7.75,8,0
RA-1337,Aluno-1337,ALFA,Agata,4.722222222,7.51,6.875,5.66,10,0
RA-1338,Aluno-1338,ALFA,Agata,8.6607142855,7.51,6.875,5.33,9,0
RA-1339,Aluno-1339,ALFA,Ametista,10.0,6.885,5.0,5.33,8,0
RA-134,Aluno-134,4,Ágata,6.8,7.5,,7.375,15,1
RA-1340,Aluno-1340,ALFA,Topázio,8.392857143,7.51,5.625,7.0,8,0
RA-1341,Aluno-1341,ALFA,Ametista,9.246031746,7.51,5.625,6.0,9,0
RA-1342,Aluno-1342,ALFA,Ametista,9.761904762,7.51,7.5,5.575,9,0
RA-1343,Aluno-1343,ALFA,Topázio,10.0,7.51,6.25,8.5,7,0
RA-1344,Aluno-1344,ALFA,Topázio,10.0,7.51,8.75,9.425,8,0
RA-1345,Aluno-1345,ALFA,Ametista,9.4590643275,7.51,6.25,6.83,9,1
RA-1346,Aluno-1346,ALFA,Ametista,8.0595238095,7.51,6.25,6.66,8,0
RA-1347,Aluno-1347,ALFA,Agata,8.7857142855,2.51,5.625,6.165,9,0
RA-1348,Aluno-1348,ALFA,Ametista,8.5913312695,7.51,8.75,7.83,9,0
RA-1349,Aluno-1349,ALFA,Ametista,8.388888889,7.51,8.4375,7.915,10,0
RA-135,Aluno-135,4,Ametista,7.8,5.6,,8.583,15,3
RA-1350,Aluno-1350,ALFA,Topázio,10.0,8.755,8.4375,7.83,10,0
RA-1351,Aluno-1351,ALFA,Topázio,9.230769231,8.13,8.4375,7.665,9,0
RA-1352,Aluno-1352,ALFA,Topázio,9.5,8.13,8.4375,7.665,9,0
RA-1353,Aluno-1353,ALFA,Agata,9.5,7.51,6.875,6.08,10,0
RA-1354,Aluno-1354,ALFA,Ametista,8.3636363635,7.51,8.125,7.335,10,0
RA-1355,Aluno-1355,ALFA,Ametista,6.5227272725,7.51,8.125,7.17,10,0
RA-1356,Aluno-1356,ALFA,Ametista,9.4444444445,7.51,8.125,7.085,8,0
RA-1357,Aluno-1357,ALFA,Ametista,7.5,7.51,8.125,7.335,9,0
RA-1358,Aluno-1358,ALFA,Agata,7.380952381,5.01,6.25,6.17,8,0
RA-1359,Aluno-1359,ALFA,Ametista,9.0,5.635,5.625,6.17,7,0
RA-136,Aluno-136,4,Ágata,6.3,7.5,,6.667,15,3
RA-1360,Aluno-1360,ALFA,Agata,7.0018115945,7.51,5.625,6.42,8,0
RA-1361,Aluno-1361,ALFA,Topázio,9.375,5.635,7.5,8.0,8,0
RA-1362,Aluno-1362,ALFA,Ametista,6.875,5.635,6.875,6.915,7,0
RA-1363,Aluno-1363,ALFA,Ametista,10.0,5.635,6.875,6.99,7,0
RA-1364,Aluno-1364,ALFA,Ametista,8.4166666665,7.51,6.875,6.99,9,0
RA-1365,Aluno-1365,ALFA,Ametista,9.7916666665,6.26,6.875,6.99,9,0
RA-1366,Aluno-1366,ALFA,Agata,6.6032608695,7.51,7.5,6.99,9,0
RA-1367,Aluno-1367,ALFA,Topázio,8.3804347825,7.51,7.5,7.5,8,0
